county,state,fips,recent_cases,recent_deaths,pop2019,f_inf_rep,undercount,tooltip
Catron,New Mexico,35003,0,1,3527,0,NA,"Catron county, New Mexico
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Cattaraugus,New York,36009,18,1,76117,2.364780535228661e-4,5.555555555555555,"Cattaraugus county, New York
 recent cases: 18
 recent prevalence: 0.02%
 possible undercount: 5.6x"
Cayuga,New York,36011,15,0,76576,1.9588382783117426e-4,NA,"Cayuga county, New York
 recent cases: 15
 recent prevalence: 0.02%
 possible undercount: NAx"
Cecil,Maryland,24015,61,10,102855,5.930679111370375e-4,16.39344262295082,"Cecil county, Maryland
 recent cases: 61
 recent prevalence: 0.06%
 possible undercount: 16.4x"
Cedar,Iowa,19031,9,0,18627,4.8316959252697695e-4,NA,"Cedar county, Iowa
 recent cases: 9
 recent prevalence: 0.05%
 possible undercount: NAx"
Cedar,Missouri,29039,0,0,14349,0,NA,"Cedar county, Missouri
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Cedar,Nebraska,31027,2,0,8402,2.3803856224708403e-4,NA,"Cedar county, Nebraska
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Centre,Pennsylvania,42027,30,0,162385,1.8474612802906671e-4,NA,"Centre county, Pennsylvania
 recent cases: 30
 recent prevalence: 0.02%
 possible undercount: NAx"
Cerro Gordo,Iowa,19033,0,0,42450,0,NA,"Cerro Gordo county, Iowa
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Chaffee,Colorado,08015,30,12,20356,0.0014737669483199057,40,"Chaffee county, Colorado
 recent cases: 30
 recent prevalence: 0.15%
 possible undercount: 40.0x"
Chambers,Alabama,01017,45,5,33254,0.0013532206651831358,11.11111111111111,"Chambers county, Alabama
 recent cases: 45
 recent prevalence: 0.14%
 possible undercount: 11.1x"
Chambers,Texas,48071,9,0,43837,2.0530602002874284e-4,NA,"Chambers county, Texas
 recent cases: 9
 recent prevalence: 0.02%
 possible undercount: NAx"
Champaign,Illinois,17019,115,2,209689,5.484312481818311e-4,1.7391304347826086,"Champaign county, Illinois
 recent cases: 115
 recent prevalence: 0.05%
 possible undercount: 1.7x"
Champaign,Ohio,39021,8,0,38885,2.0573485920020573e-4,NA,"Champaign county, Ohio
 recent cases: 8
 recent prevalence: 0.02%
 possible undercount: NAx"
Chariton,Missouri,29041,1,0,7426,1.3466199838405601e-4,NA,"Chariton county, Missouri
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Charles,Maryland,24017,259,25,163257,0.0015864557109342937,9.652509652509652,"Charles county, Maryland
 recent cases: 259
 recent prevalence: 0.16%
 possible undercount: 9.7x"
Charles City,Virginia,51036,6,0,6963,8.616975441619991e-4,NA,"Charles City county, Virginia
 recent cases: 6
 recent prevalence: 0.09%
 possible undercount: NAx"
Charles Mix,South Dakota,46023,1,0,9292,1.0761945759793371e-4,NA,"Charles Mix county, South Dakota
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Charleston,South Carolina,45019,61,3,411406,1.4827202325683146e-4,4.918032786885246,"Charleston county, South Carolina
 recent cases: 61
 recent prevalence: 0.01%
 possible undercount: 4.9x"
Charlevoix,Michigan,26029,1,0,26143,3.82511570975022e-5,NA,"Charlevoix county, Michigan
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Charlotte,Florida,12015,126,15,188910,6.669842782277274e-4,11.904761904761905,"Charlotte county, Florida
 recent cases: 126
 recent prevalence: 0.07%
 possible undercount: 11.9x"
Charlotte,Virginia,51037,4,0,11880,3.367003367003367e-4,NA,"Charlotte county, Virginia
 recent cases: 4
 recent prevalence: 0.03%
 possible undercount: NAx"
Charlottesville city,Virginia,51540,23,0,47266,4.8660770955866796e-4,NA,"Charlottesville city county, Virginia
 recent cases: 23
 recent prevalence: 0.05%
 possible undercount: NAx"
Charlton,Georgia,13049,6,0,13392,4.4802867383512545e-4,NA,"Charlton county, Georgia
 recent cases: 6
 recent prevalence: 0.04%
 possible undercount: NAx"
Chase,Kansas,20017,0,0,2648,0,NA,"Chase county, Kansas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Chatham,Georgia,13051,82,6,289430,2.833154821545797e-4,7.317073170731708,"Chatham county, Georgia
 recent cases: 82
 recent prevalence: 0.03%
 possible undercount: 7.3x"
Chatham,North Carolina,37037,272,10,74470,0.00365247750772123,3.676470588235294,"Chatham county, North Carolina
 recent cases: 272
 recent prevalence: 0.37%
 possible undercount: 3.7x"
Chattahoochee,Georgia,13053,6,0,10907,5.501054368754011e-4,NA,"Chattahoochee county, Georgia
 recent cases: 6
 recent prevalence: 0.06%
 possible undercount: NAx"
Chattooga,Georgia,13055,6,1,24789,2.4204284158296018e-4,16.666666666666668,"Chattooga county, Georgia
 recent cases: 6
 recent prevalence: 0.02%
 possible undercount: 16.7x"
Chautauqua,Kansas,20019,1,0,3250,3.076923076923077e-4,NA,"Chautauqua county, Kansas
 recent cases: 1
 recent prevalence: 0.03%
 possible undercount: NAx"
Chautauqua,New York,36013,12,1,126903,9.456041228339756e-5,8.333333333333334,"Chautauqua county, New York
 recent cases: 12
 recent prevalence: 0.01%
 possible undercount: 8.3x"
Chaves,New Mexico,35005,4,0,64615,6.190513038768087e-5,NA,"Chaves county, New Mexico
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: NAx"
Cheatham,Tennessee,47021,35,0,40667,8.606486832075146e-4,NA,"Cheatham county, Tennessee
 recent cases: 35
 recent prevalence: 0.09%
 possible undercount: NAx"
Cheboygan,Michigan,26031,5,0,25276,1.9781611014401011e-4,NA,"Cheboygan county, Michigan
 recent cases: 5
 recent prevalence: 0.02%
 possible undercount: NAx"
Chelan,Washington,53007,49,0,77200,6.347150259067357e-4,NA,"Chelan county, Washington
 recent cases: 49
 recent prevalence: 0.06%
 possible undercount: NAx"
Chemung,New York,36015,51,1,83456,6.111004601226994e-4,1.9607843137254901,"Chemung county, New York
 recent cases: 51
 recent prevalence: 0.06%
 possible undercount: 2.0x"
Chenango,New York,36017,21,0,47207,4.4484928082699597e-4,NA,"Chenango county, New York
 recent cases: 21
 recent prevalence: 0.04%
 possible undercount: NAx"
Cherokee,Alabama,01019,5,0,26196,1.9086883493663154e-4,NA,"Cherokee county, Alabama
 recent cases: 5
 recent prevalence: 0.02%
 possible undercount: NAx"
Cherokee,Georgia,13057,195,5,258773,7.535562056319631e-4,2.5641025641025643,"Cherokee county, Georgia
 recent cases: 195
 recent prevalence: 0.08%
 possible undercount: 2.6x"
Cherokee,Iowa,19035,3,0,11235,2.67022696929239e-4,NA,"Cherokee county, Iowa
 recent cases: 3
 recent prevalence: 0.03%
 possible undercount: NAx"
Cherokee,Kansas,20021,1,0,19939,5.0152966547971315e-5,NA,"Cherokee county, Kansas
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Cherokee,North Carolina,37039,5,0,28612,1.7475185236963511e-4,NA,"Cherokee county, North Carolina
 recent cases: 5
 recent prevalence: 0.02%
 possible undercount: NAx"
Cherokee,Oklahoma,40021,5,0,48657,1.0276013728754342e-4,NA,"Cherokee county, Oklahoma
 recent cases: 5
 recent prevalence: 0.01%
 possible undercount: NAx"
Cherokee,South Carolina,45021,5,0,57300,8.726003490401397e-5,NA,"Cherokee county, South Carolina
 recent cases: 5
 recent prevalence: 0.01%
 possible undercount: NAx"
Cherokee,Texas,48073,11,0,52646,2.089427496865859e-4,NA,"Cherokee county, Texas
 recent cases: 11
 recent prevalence: 0.02%
 possible undercount: NAx"
Cherry,Nebraska,31031,0,0,5689,0,NA,"Cherry county, Nebraska
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Chesapeake city,Virginia,51550,117,4,244835,4.778728531459963e-4,3.4188034188034186,"Chesapeake city county, Virginia
 recent cases: 117
 recent prevalence: 0.05%
 possible undercount: 3.4x"
Cheshire,New Hampshire,33005,11,0,76085,1.445751462180456e-4,NA,"Cheshire county, New Hampshire
 recent cases: 11
 recent prevalence: 0.01%
 possible undercount: NAx"
Chester,Pennsylvania,42029,704,85,524989,0.001340980477686199,12.073863636363637,"Chester county, Pennsylvania
 recent cases: 704
 recent prevalence: 0.13%
 possible undercount: 12.1x"
Chester,South Carolina,45023,10,0,32244,3.1013521895546456e-4,NA,"Chester county, South Carolina
 recent cases: 10
 recent prevalence: 0.03%
 possible undercount: NAx"
Chester,Tennessee,47023,1,0,17297,5.781349366942244e-5,NA,"Chester county, Tennessee
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Chesterfield,South Carolina,45025,24,1,45650,5.257393209200438e-4,4.166666666666667,"Chesterfield county, South Carolina
 recent cases: 24
 recent prevalence: 0.05%
 possible undercount: 4.2x"
Chesterfield,Virginia,51041,300,18,352802,8.503353155594356e-4,6,"Chesterfield county, Virginia
 recent cases: 300
 recent prevalence: 0.09%
 possible undercount: 6.0x"
Cheyenne,Kansas,20023,1,0,2657,3.763643206624012e-4,NA,"Cheyenne county, Kansas
 recent cases: 1
 recent prevalence: 0.04%
 possible undercount: NAx"
Cheyenne,Nebraska,31033,3,0,8910,3.367003367003367e-4,NA,"Cheyenne county, Nebraska
 recent cases: 3
 recent prevalence: 0.03%
 possible undercount: NAx"
Chickasaw,Iowa,19037,3,0,11933,2.5140367049358923e-4,NA,"Chickasaw county, Iowa
 recent cases: 3
 recent prevalence: 0.03%
 possible undercount: NAx"
Chickasaw,Mississippi,28017,29,5,17103,0.0016956089574928375,17.24137931034483,"Chickasaw county, Mississippi
 recent cases: 29
 recent prevalence: 0.17%
 possible undercount: 17.2x"
Chicot,Arkansas,05017,2,0,10118,1.97667523225934e-4,NA,"Chicot county, Arkansas
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Childress,Texas,48075,0,0,7306,0,NA,"Childress county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Chilton,Alabama,01021,16,1,44428,3.6013324930224183e-4,6.25,"Chilton county, Alabama
 recent cases: 16
 recent prevalence: 0.04%
 possible undercount: 6.2x"
Chippewa,Michigan,26033,1,0,37349,2.677447856702991e-5,NA,"Chippewa county, Michigan
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Chippewa,Minnesota,27023,2,0,11800,1.6949152542372882e-4,NA,"Chippewa county, Minnesota
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Chippewa,Wisconsin,55017,5,0,64658,7.73299514367905e-5,NA,"Chippewa county, Wisconsin
 recent cases: 5
 recent prevalence: 0.01%
 possible undercount: NAx"
Chisago,Minnesota,27025,6,0,56579,1.0604641298008095e-4,NA,"Chisago county, Minnesota
 recent cases: 6
 recent prevalence: 0.01%
 possible undercount: NAx"
Chittenden,Vermont,50007,34,11,163774,2.0760316045281913e-4,32.35294117647059,"Chittenden county, Vermont
 recent cases: 34
 recent prevalence: 0.02%
 possible undercount: 32.4x"
Choctaw,Alabama,01023,36,0,12589,0.002859639367701962,NA,"Choctaw county, Alabama
 recent cases: 36
 recent prevalence: 0.29%
 possible undercount: NAx"
Choctaw,Mississippi,28019,1,0,8210,1.218026796589525e-4,NA,"Choctaw county, Mississippi
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Choctaw,Oklahoma,40023,0,0,14672,0,NA,"Choctaw county, Oklahoma
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Chowan,North Carolina,37041,1,0,13943,7.172057663343613e-5,NA,"Chowan county, North Carolina
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Christian,Illinois,17021,4,0,32304,1.2382367508667657e-4,NA,"Christian county, Illinois
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: NAx"
Christian,Kentucky,21047,7,0,70461,9.934573735825492e-5,NA,"Christian county, Kentucky
 recent cases: 7
 recent prevalence: 0.01%
 possible undercount: NAx"
Christian,Missouri,29043,1,0,88595,1.1287318697443422e-5,NA,"Christian county, Missouri
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Churchill,Nevada,32001,2,0,24909,8.029226384037898e-5,NA,"Churchill county, Nevada
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Cibola,New Mexico,35006,39,1,26675,0.0014620431115276477,2.5641025641025643,"Cibola county, New Mexico
 recent cases: 39
 recent prevalence: 0.15%
 possible undercount: 2.6x"
Cimarron,Oklahoma,40025,0,0,2137,0,NA,"Cimarron county, Oklahoma
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Citrus,Florida,12017,8,3,149657,5.345556839974074e-5,37.5,"Citrus county, Florida
 recent cases: 8
 recent prevalence: 0.01%
 possible undercount: 37.5x"
Clackamas,Oregon,41005,58,2,418187,1.3869393357517093e-4,3.4482758620689653,"Clackamas county, Oregon
 recent cases: 58
 recent prevalence: 0.01%
 possible undercount: 3.4x"
Claiborne,Louisiana,22027,9,2,15670,5.74345883854499e-4,22.22222222222222,"Claiborne county, Louisiana
 recent cases: 9
 recent prevalence: 0.06%
 possible undercount: 22.2x"
Claiborne,Mississippi,28021,23,0,8988,0.0025589675122385403,NA,"Claiborne county, Mississippi
 recent cases: 23
 recent prevalence: 0.26%
 possible undercount: NAx"
Claiborne,Tennessee,47025,1,0,31959,3.129009042836134e-5,NA,"Claiborne county, Tennessee
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Clallam,Washington,53009,5,0,77331,6.465712327527123e-5,NA,"Clallam county, Washington
 recent cases: 5
 recent prevalence: 0.01%
 possible undercount: NAx"
Clare,Michigan,26035,2,1,30950,6.462035541195476e-5,50,"Clare county, Michigan
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: 50.0x"
Clarendon,South Carolina,45027,111,16,33745,0.0032893762038820567,14.414414414414415,"Clarendon county, South Carolina
 recent cases: 111
 recent prevalence: 0.33%
 possible undercount: 14.4x"
Clarion,Pennsylvania,42031,5,0,38438,1.3007960872053696e-4,NA,"Clarion county, Pennsylvania
 recent cases: 5
 recent prevalence: 0.01%
 possible undercount: NAx"
Clark,Arkansas,05019,5,0,22320,2.2401433691756272e-4,NA,"Clark county, Arkansas
 recent cases: 5
 recent prevalence: 0.02%
 possible undercount: NAx"
Clark,Illinois,17023,2,0,15441,1.2952528981283597e-4,NA,"Clark county, Illinois
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Clark,Indiana,18019,158,10,118302,0.0013355649101452216,6.329113924050633,"Clark county, Indiana
 recent cases: 158
 recent prevalence: 0.13%
 possible undercount: 6.3x"
Clark,Kansas,20025,7,0,1994,0.003510531594784353,NA,"Clark county, Kansas
 recent cases: 7
 recent prevalence: 0.35%
 possible undercount: NAx"
Clark,Kentucky,21049,2,0,36263,5.515263491713317e-5,NA,"Clark county, Kentucky
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Clark,Missouri,29045,0,0,6797,0,NA,"Clark county, Missouri
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Clark,Nevada,32003,1312,85,2266715,5.788111871143924e-4,6.478658536585366,"Clark county, Nevada
 recent cases: 1312
 recent prevalence: 0.06%
 possible undercount: 6.5x"
Clark,Ohio,39023,42,2,134083,3.132388147639895e-4,4.761904761904762,"Clark county, Ohio
 recent cases: 42
 recent prevalence: 0.03%
 possible undercount: 4.8x"
Clark,South Dakota,46025,0,0,3736,0,NA,"Clark county, South Dakota
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Clark,Washington,53011,62,6,488241,1.2698646774850943e-4,9.67741935483871,"Clark county, Washington
 recent cases: 62
 recent prevalence: 0.01%
 possible undercount: 9.7x"
Clark,Wisconsin,55019,4,3,34774,1.1502846954621269e-4,75,"Clark county, Wisconsin
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: 75.0x"
Clarke,Alabama,01025,19,0,23622,8.043349420032174e-4,NA,"Clarke county, Alabama
 recent cases: 19
 recent prevalence: 0.08%
 possible undercount: NAx"
Clarke,Georgia,13059,51,0,128331,3.974098230357435e-4,NA,"Clarke county, Georgia
 recent cases: 51
 recent prevalence: 0.04%
 possible undercount: NAx"
Clarke,Iowa,19039,1,0,9395,1.0643959552953698e-4,NA,"Clarke county, Iowa
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Clarke,Mississippi,28023,36,4,15541,0.0023164532526864425,11.11111111111111,"Clarke county, Mississippi
 recent cases: 36
 recent prevalence: 0.23%
 possible undercount: 11.1x"
Clarke,Virginia,51043,6,0,14619,4.104247896572953e-4,NA,"Clarke county, Virginia
 recent cases: 6
 recent prevalence: 0.04%
 possible undercount: NAx"
Clatsop,Oregon,41007,11,0,40224,2.7346857597454255e-4,NA,"Clatsop county, Oregon
 recent cases: 11
 recent prevalence: 0.03%
 possible undercount: NAx"
Clay,Alabama,01027,5,1,13235,3.7778617302606723e-4,20,"Clay county, Alabama
 recent cases: 5
 recent prevalence: 0.04%
 possible undercount: 20.0x"
Clay,Arkansas,05021,2,0,14551,1.3744759810322316e-4,NA,"Clay county, Arkansas
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Clay,Florida,12019,31,7,219252,1.4138981628445806e-4,22.580645161290324,"Clay county, Florida
 recent cases: 31
 recent prevalence: 0.01%
 possible undercount: 22.6x"
Clay,Georgia,13061,5,1,2834,0.0017642907551164433,20,"Clay county, Georgia
 recent cases: 5
 recent prevalence: 0.18%
 possible undercount: 20.0x"
Clay,Illinois,17025,1,0,13184,7.584951456310679e-5,NA,"Clay county, Illinois
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Clay,Indiana,18021,3,1,26225,1.1439466158245949e-4,33.333333333333336,"Clay county, Indiana
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: 33.3x"
Clay,Iowa,19041,4,0,16016,2.4975024975024975e-4,NA,"Clay county, Iowa
 recent cases: 4
 recent prevalence: 0.02%
 possible undercount: NAx"
Clay,Kansas,20027,2,1,8002,2.4993751562109475e-4,50,"Clay county, Kansas
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: 50.0x"
Clay,Kentucky,21051,0,0,19901,0,NA,"Clay county, Kentucky
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Clay,Minnesota,27027,133,11,64222,0.0020709414219426364,8.270676691729323,"Clay county, Minnesota
 recent cases: 133
 recent prevalence: 0.21%
 possible undercount: 8.3x"
Clay,Mississippi,28025,30,1,19316,0.0015531165872851522,3.3333333333333335,"Clay county, Mississippi
 recent cases: 30
 recent prevalence: 0.16%
 possible undercount: 3.3x"
Clay,Missouri,29047,25,0,249948,1.0002080432730008e-4,NA,"Clay county, Missouri
 recent cases: 25
 recent prevalence: 0.01%
 possible undercount: NAx"
Clay,Nebraska,31035,8,0,6203,0.0012896985329679186,NA,"Clay county, Nebraska
 recent cases: 8
 recent prevalence: 0.13%
 possible undercount: NAx"
Clay,North Carolina,37043,0,0,11231,0,NA,"Clay county, North Carolina
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Clay,South Dakota,46027,2,0,14070,1.4214641080312722e-4,NA,"Clay county, South Dakota
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Clay,Tennessee,47027,0,0,7615,0,NA,"Clay county, Tennessee
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Clay,Texas,48077,0,0,10471,0,NA,"Clay county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Clayton,Georgia,13063,266,12,292256,9.101609547793715e-4,4.511278195488722,"Clayton county, Georgia
 recent cases: 266
 recent prevalence: 0.09%
 possible undercount: 4.5x"
Clayton,Iowa,19043,10,0,17549,5.698330389195966e-4,NA,"Clayton county, Iowa
 recent cases: 10
 recent prevalence: 0.06%
 possible undercount: NAx"
Clear Creek,Colorado,08019,2,0,9700,2.061855670103093e-4,NA,"Clear Creek county, Colorado
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: NAx"
Clearfield,Pennsylvania,42033,10,0,79255,1.2617500473156268e-4,NA,"Clearfield county, Pennsylvania
 recent cases: 10
 recent prevalence: 0.01%
 possible undercount: NAx"
Clearwater,Minnesota,27029,1,0,8818,1.1340440009072352e-4,NA,"Clearwater county, Minnesota
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Cleburne,Alabama,01029,1,0,14910,6.70690811535882e-5,NA,"Cleburne county, Alabama
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Cleburne,Arkansas,05023,2,0,24919,8.026004253782254e-5,NA,"Cleburne county, Arkansas
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Clermont,Ohio,39025,36,1,206428,1.74394946421997e-4,2.7777777777777777,"Clermont county, Ohio
 recent cases: 36
 recent prevalence: 0.02%
 possible undercount: 2.8x"
Cleveland,Arkansas,05025,3,0,7956,3.770739064856712e-4,NA,"Cleveland county, Arkansas
 recent cases: 3
 recent prevalence: 0.04%
 possible undercount: NAx"
Cleveland,North Carolina,37045,4,1,97947,4.0838412610901816e-5,25,"Cleveland county, North Carolina
 recent cases: 4
 recent prevalence: 0.00%
 possible undercount: 25.0x"
Cleveland,Oklahoma,40027,94,7,284014,3.309696000901364e-4,7.446808510638298,"Cleveland county, Oklahoma
 recent cases: 94
 recent prevalence: 0.03%
 possible undercount: 7.4x"
Clinch,Georgia,13065,8,0,6618,0.0012088244182532487,NA,"Clinch county, Georgia
 recent cases: 8
 recent prevalence: 0.12%
 possible undercount: NAx"
Clinton,Illinois,17027,69,7,37562,0.0018369628880251319,10.144927536231885,"Clinton county, Illinois
 recent cases: 69
 recent prevalence: 0.18%
 possible undercount: 10.1x"
Clinton,Indiana,18023,45,0,32399,0.0013889317571529987,NA,"Clinton county, Indiana
 recent cases: 45
 recent prevalence: 0.14%
 possible undercount: NAx"
Clinton,Iowa,19045,7,1,46429,1.5076783906610092e-4,14.285714285714286,"Clinton county, Iowa
 recent cases: 7
 recent prevalence: 0.02%
 possible undercount: 14.3x"
Clinton,Kentucky,21053,1,0,10218,9.786651008025054e-5,NA,"Clinton county, Kentucky
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Clinton,Michigan,26037,15,3,79595,1.8845404862114455e-4,20,"Clinton county, Michigan
 recent cases: 15
 recent prevalence: 0.02%
 possible undercount: 20.0x"
Clinton,Missouri,29049,0,0,20387,0,NA,"Clinton county, Missouri
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Clinton,New York,36019,18,1,80485,2.2364415729639062e-4,5.555555555555555,"Clinton county, New York
 recent cases: 18
 recent prevalence: 0.02%
 possible undercount: 5.6x"
Clinton,Ohio,39027,5,0,41968,1.1913839115516584e-4,NA,"Clinton county, Ohio
 recent cases: 5
 recent prevalence: 0.01%
 possible undercount: NAx"
Clinton,Pennsylvania,42035,23,0,38632,5.953613584593083e-4,NA,"Clinton county, Pennsylvania
 recent cases: 23
 recent prevalence: 0.06%
 possible undercount: NAx"
Cloud,Kansas,20029,1,0,8786,1.1381743683132256e-4,NA,"Cloud county, Kansas
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Coahoma,Mississippi,28027,18,1,22124,8.135960947387453e-4,5.555555555555555,"Coahoma county, Mississippi
 recent cases: 18
 recent prevalence: 0.08%
 possible undercount: 5.6x"
Cobb,Georgia,13067,657,42,760141,8.643133313424746e-4,6.392694063926941,"Cobb county, Georgia
 recent cases: 657
 recent prevalence: 0.09%
 possible undercount: 6.4x"
Cochise,Arizona,04003,10,0,125922,7.941424056161751e-5,NA,"Cochise county, Arizona
 recent cases: 10
 recent prevalence: 0.01%
 possible undercount: NAx"
Cochran,Texas,48079,0,0,2853,0,NA,"Cochran county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Cocke,Tennessee,47029,8,0,36004,2.2219753360737697e-4,NA,"Cocke county, Tennessee
 recent cases: 8
 recent prevalence: 0.02%
 possible undercount: NAx"
Coconino,Arizona,04005,219,11,143476,0.001526387688533274,5.0228310502283104,"Coconino county, Arizona
 recent cases: 219
 recent prevalence: 0.15%
 possible undercount: 5.0x"
Codington,South Dakota,46029,2,0,28009,7.140561962226428e-5,NA,"Codington county, South Dakota
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Coffee,Alabama,01031,66,1,52342,0.0012609376791104657,1.5151515151515151,"Coffee county, Alabama
 recent cases: 66
 recent prevalence: 0.13%
 possible undercount: 1.5x"
Coffee,Georgia,13069,72,4,43273,0.0016638550597370184,5.555555555555555,"Coffee county, Georgia
 recent cases: 72
 recent prevalence: 0.17%
 possible undercount: 5.6x"
Coffee,Tennessee,47031,24,0,56520,4.246284501061571e-4,NA,"Coffee county, Tennessee
 recent cases: 24
 recent prevalence: 0.04%
 possible undercount: NAx"
Coffey,Kansas,20031,2,2,8179,2.4452867098667317e-4,100,"Coffey county, Kansas
 recent cases: 2
 recent prevalence: 0.02%
 possible undercount: 100.0x"
Coke,Texas,48081,0,0,3387,0,NA,"Coke county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Colbert,Alabama,01033,26,1,55241,4.706649046903568e-4,3.8461538461538463,"Colbert county, Alabama
 recent cases: 26
 recent prevalence: 0.05%
 possible undercount: 3.8x"
Cole,Missouri,29051,9,0,76745,1.1727148348426607e-4,NA,"Cole county, Missouri
 recent cases: 9
 recent prevalence: 0.01%
 possible undercount: NAx"
Coleman,Texas,48083,0,0,8175,0,NA,"Coleman county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Coles,Illinois,17029,5,1,50621,9.877323640386401e-5,20,"Coles county, Illinois
 recent cases: 5
 recent prevalence: 0.01%
 possible undercount: 20.0x"
Colfax,Nebraska,31037,250,0,10709,0.023344850126062192,NA,"Colfax county, Nebraska
 recent cases: 250
 recent prevalence: 2.33%
 possible undercount: NAx"
Colfax,New Mexico,35007,0,0,11941,0,NA,"Colfax county, New Mexico
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Colleton,South Carolina,45029,10,2,37677,2.6541391299731934e-4,20,"Colleton county, South Carolina
 recent cases: 10
 recent prevalence: 0.03%
 possible undercount: 20.0x"
Collier,Florida,12021,179,15,384902,4.6505344217489126e-4,8.379888268156424,"Collier county, Florida
 recent cases: 179
 recent prevalence: 0.05%
 possible undercount: 8.4x"
Collin,Texas,48085,260,8,1034730,2.5127327901964766e-4,3.076923076923077,"Collin county, Texas
 recent cases: 260
 recent prevalence: 0.03%
 possible undercount: 3.1x"
Collingsworth,Texas,48087,0,0,2920,0,NA,"Collingsworth county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Colonial Heights city,Virginia,51570,22,4,17370,0.0012665515256188831,18.181818181818183,"Colonial Heights city county, Virginia
 recent cases: 22
 recent prevalence: 0.13%
 possible undercount: 18.2x"
Colorado,Texas,48089,2,0,21493,9.30535523193598e-5,NA,"Colorado county, Texas
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Colquitt,Georgia,13071,38,4,45600,8.333333333333334e-4,10.526315789473685,"Colquitt county, Georgia
 recent cases: 38
 recent prevalence: 0.08%
 possible undercount: 10.5x"
Columbia,Arkansas,05027,8,2,23457,3.4104958008270453e-4,25,"Columbia county, Arkansas
 recent cases: 8
 recent prevalence: 0.03%
 possible undercount: 25.0x"
Columbia,Florida,12023,54,2,71686,7.532851602823424e-4,3.7037037037037037,"Columbia county, Florida
 recent cases: 54
 recent prevalence: 0.08%
 possible undercount: 3.7x"
